Date,Gold_Pct_Change,Nasdaq_Pct_Change
2016-10-01,0.0002394347440151101,0.018049045113750495
2016-11-01,-0.020667063072117076,-0.020582288851198505
2016-12-01,-0.0911757690486047,-0.005512020207194879
2017-01-01,-0.009592968316672001,0.038308975390027866
2017-02-01,0.04281701525547388,0.049272138319847114
2017-03-01,0.0335069506302661,0.04791529014596452
2017-04-01,0.0024357544219217875,0.008635927027026868
2017-05-01,0.0026811872552607863,0.03703693744626291
2017-06-01,0.008774154490045705,0.03381977245501644
2017-07-01,-0.038353254108636214,-0.03721794915204191
2017-08-01,0.039279914995569154,0.054115739940368
2017-09-01,0.04484041412593287,0.016996109369023626
2017-10-01,-0.041964152133737054,-0.0006936576823637353
2017-11-01,0.0028153016207330683,0.04478601446617003
2017-12-01,0.003963303815705199,0.015713529440888996
2018-01-01,0.029278767128960714,0.02803707654724663
2018-02-01,0.02333204764473007,0.05975101506320879
2018-03-01,-0.026157616240583437,-0.020719090630796577
2018-04-01,0.02036562612786219,-0.05300160966831924
2018-05-01,-0.027895670219756696,0.04674953709731633
2018-06-01,-0.009861783442986494,0.06118666497663949
2018-07-01,-0.04106456745056952,0.0024885491379869062
2018-08-01,-0.019751402289351017,0.024999983798946968
2018-09-01,-0.019194016815943682,0.049288774889672426
2018-10-01,-0.0031878208569796618,0.0035241579382601085
2018-11-01,0.03606642595363185,-0.0757907406195445
2018-12-01,-0.0018862522206065657,0.0015690219784656456
2019-01-01,0.04226439321508879,-0.09868769454059023
2019-02-01,0.026127075917787845,0.08115974123335667
2019-03-01,-0.021044198767727118,0.04144490911478571
2019-04-01,-0.0028716646045976457,0.04576681249365988
2019-05-01,-0.009298093184959888,0.03784905570100672
2019-06-01,0.0391195932290771,-0.09956074631987388
2019-07-01,0.04404119958400865,0.11496875869766887
2019-08-01,0.04432712265627692,0.004702424466081601
2019-09-01,0.06847002483062758,-0.023665713035620928
2019-10-01,-0.04198967490351635,0.010760270765664437
2019-11-01,0.020983976031801355,0.061942637248458166
2019-12-01,-0.033459626502170825,0.020767461336724358
2020-01-01,0.0447057403458726,0.06713618566737001
2020-02-01,0.0306356634637166,0.02877499840178266
2020-03-01,0.005661878770793161,-0.02680106174488528
2020-04-01,0.0016756032514311237,-0.15581482425003035
2020-05-01,0.06912012072259999,0.1669132154803208
2020-06-01,0.024283420405904144,0.10021654491447607
2020-07-01,0.01808622381060987,0.07205653815692004
2020-08-01,0.11415199153669242,0.07541186517896081
2020-09-01,-0.003178174638172937,0.11337171511577315
2020-10-01,-0.03431508240364389,-0.058915700341643396
2020-11-01,-0.004420779516642215,-0.043471940684246535
2020-12-01,-0.04344899571251282,0.12400892711465406
2021-01-01,0.07139505040654837,0.02112534476292649
2021-02-01,-0.04442497681221447,0.04238467538644275
2021-03-01,-0.07289213832101815,0.0036288311526382344
2021-04-01,0.002785841339954631,0.00429511798059079
2021-05-01,0.03599211004339775,0.0358015475659168
2021-06-01,0.060127504229106066,-0.010024074910170433
2021-07-01,-0.06576727009361294,0.06658642434503403
2021-08-01,0.020517471267892384,0.028287511022264455
2021-09-01,0.0005306074970035102,0.04382884822565414
2021-10-01,-0.030111966424549164,-0.05255301522701561
2021-11-01,0.017801859163756317,0.07565655307052954
2021-12-01,-0.008118437056267025,-0.0008000405836419144
2022-01-01,0.013059690184877848,0.038936193537183694
2022-02-01,-0.0005941074224902199,-0.09002202770691481
2022-03-01,0.07959341217207494,-0.06574186689187222
2022-04-01,-0.011672696697407114,0.06093108834013328
2022-05-01,-0.0327019226584262,-0.1198560447860666
2022-06-01,-0.008063175234132691,-0.039186162575950756
2022-07-01,-0.0227021337764286,-0.07623430561095768
2022-08-01,-0.019546152577005538,0.11746334768149902
2022-09-01,-0.04338607353251467,-0.05033767607112771
2022-10-01,0.003547207043226086,-0.08476434857963089
2022-11-01,-0.0313702341202835,0.005776285595933572
2022-12-01,0.09370512833897848,0.06764571648088791
2023-01-01,0.01918494572783902,-0.0973949808608483
2023-02-01,0.062025024913947346,0.137779757035434
2023-03-01,-0.060053964727646125,-0.032300625629743784
2023-04-01,0.08069805119808215,0.10111821644551533
2023-05-01,-0.0030887183600679657,0.0063718952275715335
2023-06-01,-0.0011415269471855005,0.09255412919583783
2023-07-01,-0.028787513301411383,0.05337327745380871
2023-08-01,0.01115036409230008,0.0337573009465455
2023-09-01,-0.0019395217250024466,-0.01358445788208662
2023-10-01,-0.058075657533843916,-0.041862912082599846
2023-11-01,0.0816976192690495,-0.011902834790531003
2023-12-01,0.04631900307578807,0.09239115524773234
2024-01-01,-0.006718365309295815,0.035047316305236276
2024-02-01,-0.001625406651686312,0.047914644371192416
2024-03-01,0.013024503334078563,0.05624819586454177
2024-04-01,0.07740166925093339,-0.00016064063735121703
2024-05-01,0.02872671423112938,-0.05265764988768562
2024-06-01,0.016043818898388018,0.0749905053407367
2024-07-01,-0.007595957495681649,0.06522625270878168
2024-08-01,0.047316401176817235,-0.046190231336244225
2024-09-01,0.020020325677175155,0.004677324188752552
2024-10-01,0.06652485027946398,0.043603038328670296
2024-11-01,0.027930461273173668,0.012799445810205201
2024-12-01,-0.03576662072973602,0.057156928506251425
2025-01-01,0.008133403334218414,-0.00822298692229495
2025-02-01,0.05916390017436757,0.01544402100732678
2025-03-01,0.026159835843279078,-0.04064776802279646
2025-04-01,0.07809109189642371,-0.04757079474846182
2025-05-01,0.034391570327113374,0.018997172408536267
2025-06-01,0.04777120413116864,0.08621923659204911
2025-07-01,-0.013219191636223648,0.046624228814571955
2025-08-01,0.005072338223091943,0.012596203075079915
2025-09-01,0.053314392181749826,0.02119587893642083
2025-10-01,0.09349182340914508,0.0677652090389047
2025-11-01,0.035811589033832414,0.047791159701357167
