Date,Gold_Pct_Change,Nasdaq_Pct_Change
2010-02-01,-0.013205870103238593,-0.0680738344737225
2010-03-01,0.00996771431715926,0.04969933421833983
2010-04-01,0.007584774090651614,0.0616916209604097
2010-05-01,0.049610022807225596,0.03675238163911265
2010-06-01,0.036118553390894315,-0.09513338291632167
2010-07-01,-0.023934639804276236,-0.05368257583159253
2010-08-01,-0.012816131136931697,0.09579744397983259
2010-09-01,0.05322833198153809,-0.04092613957616742
2010-10-01,0.05933109602968045,0.09751587323554367
2010-11-01,0.02334958049280278,0.06549665996107357
2010-12-01,0.026228068237509117,0.018574909866136746
2011-01-01,0.019352895720866847,0.04191905592161227
2011-02-01,-0.052173890929291256,0.031458960442889206
2011-03-01,0.07056571492499697,-0.0036808836008782597
2011-04-01,-0.005927314420411167,0.012334071333231611
2011-05-01,0.08053165919274652,0.02627939779333399
2011-06-01,-0.003324246977104206,-0.031880756870917404
2011-07-01,-0.03322000443381257,0.01663788006631628
2011-08-01,0.08824956317726484,-0.0031083518516193953
2011-09-01,0.12775801255725194,-0.05491037554309386
2011-10-01,-0.0950693701440728,-0.06094525370337556
2011-11-01,0.03988567284516775,0.10363683265917323
2011-12-01,0.013442465852329777,0.0060243946885463195
2012-01-01,-0.08082300488842542,0.0059487586947362114
2012-02-01,0.08748075647659359,0.07240751475577945
2012-03-01,-0.017397953472031547,0.06391328085739745
2012-04-01,-0.022027478275618573,0.05307825172117253
2012-05-01,-0.009942279936874687,-0.020219315019483486
2012-06-01,-0.023679687272399774,-0.09660553663760896
2012-07-01,-0.01530161055307544,0.0676692205186824
2012-08-01,0.00032241313391279114,0.004040596858731593
2012-09-01,0.060203663624055936,0.053861690999974954
2012-10-01,0.04748296304391331,0.008448380874399142
2012-11-01,-0.03610184110683745,-0.03797283150895303
2012-12-01,0.0003612787134803508,-0.0030363981069714274
2013-01-01,-0.017817411827292573,0.028998131012885953
2013-02-01,-0.010541160997760368,0.006845248222231426
2013-03-01,-0.055806718347132356,-0.004139052203466886
2013-04-01,0.01462867811482882,0.01897586481784974
2013-05-01,-0.08767050959541767,0.027590756558924623
2013-06-01,-0.03259872499198457,0.042477962042882345
2013-07-01,-0.11266572318738022,-0.019667116051714117
2013-08-01,0.04524067928003661,0.06735492362179829
2013-09-01,0.07748201177871006,-0.008361420299379585
2013-10-01,-0.08671750469021533,0.05295453130382932
2013-11-01,0.01894213564266578,0.03928206104649634
2013-12-01,-0.07380854936930537,0.03224238333173357
2014-01-01,0.003572020432086598,0.024183420801658473
2014-02-01,0.028135590634103647,-0.03414697876176709
2014-03-01,0.07393664370155184,0.068243662503221
2014-04-01,-0.05295874013387303,-0.0028550537446581092
2014-05-01,0.00332282732909861,-0.017486776623546474
2014-06-01,-0.03311798063366367,0.0407300585694963
2014-07-01,0.06683375274820746,0.043577170594566006
2014-08-01,-0.025998432060807652,-0.002843606218154604
2014-09-01,-0.02194883251184543,0.05704019981179709
2014-10-01,-0.04011512389314986,-0.026269112302584996
2014-11-01,-0.03956491607437096,0.046188887458173955
2014-12-01,0.03950067093091869,0.030579808683756537
2015-01-01,-0.021444501292965712,-0.014181980367313218
2015-02-01,0.07310655859071291,-0.009325868565464246
2015-03-01,-0.0550563467127978,0.07256348032576887
2015-04-01,-0.0006915787590217048,-0.037378013203988814
2015-05-01,-0.02179927920700231,0.03807700674831538
2015-06-01,0.008135816714257116,0.012562980518768141
2015-07-01,-0.017719268798828125,-0.020393166357937642
2015-08-01,-0.07036975037136917,0.03409967634102018
2015-09-01,0.04899134052714649,-0.09453396720848284
2015-10-01,-0.022618989563518932,0.014039529375091897
2015-11-01,0.017427086315520146,0.12120891056293082
2015-12-01,-0.05810846092083333,0.00479886625960102
2016-01-01,0.0059640263749694,-0.046245028236328145
2016-02-01,0.05015068221128316,-0.04648377931449521
2016-03-01,0.08995829076147777,0.013216810601757611
2016-04-01,-0.007132515596790401,0.04629343608115244
2016-05-01,0.05396388901159055,-0.03298299282167816
2016-06-01,-0.059233978812891164,0.03401421825795148
2016-07-01,0.10755564048746002,-0.01796193948324687
2016-08-01,0.006307900751448603,0.07179846457599459
2016-09-01,-0.03041325079747892,0.007769242021052225
